,Team,season,Win Avg,homeWin Avg,homeLoss Avg,awayWin Avg,awayLoss Avg,own_score@home,other_score@home,own_score@away,other_score@away,stadium_latitude,stadium_longitude
236,PHI,2017,0.8125,0.875,0.125,0.75,0.25,28.625,13.375,28.5,23.5,39.90147,-75.16729000000001
237,PHI,2018,0.5625,0.625,0.375,0.5,0.5,22.625,20.5,23.25,23.0,39.90147,-75.16729000000001
238,PIT,2009,0.5625,0.75,0.25,0.375,0.625,25.125,21.25,20.875,19.25,40.44673,-80.01574000000001
239,PIT,2010,0.75,0.625,0.375,0.875,0.125,23.125,13.75,23.75,15.25,40.44673,-80.01574000000001
240,PIT,2011,0.75,0.875,0.125,0.625,0.375,25.0,10.0,15.625,18.375,40.44673,-80.01574000000001
241,PIT,2012,0.5,0.625,0.375,0.375,0.625,19.25,14.875,22.75,24.375,40.44673,-80.01574000000001
242,PIT,2013,0.5,0.625,0.375,0.375,0.625,23.625,21.25,23.75,25.0,40.44673,-80.01574000000001
243,PIT,2014,0.6875,0.75,0.25,0.625,0.375,32.125,24.75,22.375,21.25,40.44673,-80.01574000000001
244,PIT,2015,0.625,0.75,0.25,0.5,0.5,30.625,18.875,22.25,21.0,40.44673,-80.01574000000001
245,PIT,2016,0.6875,0.75,0.25,0.625,0.375,28.25,21.25,21.625,19.625,40.44673,-80.01574000000001
246,PIT,2017,0.8125,0.75,0.25,0.875,0.125,28.25,23.375,22.5,15.125,40.44673,-80.01574000000001
247,PIT,2018,0.5625,0.625,0.375,0.5,0.375,30.0,22.5,23.5,22.5,40.44673,-80.01574000000001
248,SD,2009,0.8125,0.75,0.25,0.875,0.125,27.5,21.875,29.25,18.125,32.715736,-117.16108700000001
249,SD,2010,0.5625,0.75,0.25,0.375,0.625,30.625,15.0,24.5,25.25,32.715736,-117.16108700000001
250,SD,2011,0.5,0.625,0.375,0.375,0.625,26.125,19.875,24.625,27.25,32.715736,-117.16108700000001
251,SD,2012,0.4375,0.375,0.625,0.5,0.5,19.125,21.625,24.625,22.125,32.715736,-117.16108700000001
252,SD,2013,0.5625,0.625,0.375,0.5,0.5,24.625,19.625,24.875,23.875,32.715736,-117.16108700000001
253,SD,2014,0.5625,0.625,0.375,0.5,0.5,22.25,16.625,21.25,26.875,32.715736,-117.16108700000001
254,SD,2015,0.25,0.375,0.625,0.125,0.875,20.875,25.25,19.125,24.5,32.715736,-117.16108700000001
255,SD,2016,0.3125,0.375,0.625,0.25,0.75,28.0,26.5,23.25,26.375,32.715736,-117.16108700000001
256,SEA,2009,0.3125,0.5,0.5,0.125,0.875,20.375,16.25,14.625,32.5,47.606209,-122.33206899999999
257,SEA,2010,0.4375,0.625,0.375,0.25,0.75,22.0,21.625,16.75,29.25,47.606209,-122.33206899999999
258,SEA,2011,0.4375,0.5,0.5,0.375,0.625,21.25,20.0,18.875,19.375,47.606209,-122.33206899999999
259,SEA,2012,0.6875,1.0,0.0,0.375,0.625,30.375,11.875,21.125,18.75,47.606209,-122.33206899999999
260,SEA,2013,0.8125,0.875,0.125,0.75,0.25,29.125,13.75,23.0,15.125,47.606209,-122.33206899999999
261,SEA,2014,0.75,0.875,0.125,0.625,0.375,26.125,15.375,23.125,16.375,47.606209,-122.33206899999999
262,SEA,2015,0.625,0.625,0.375,0.625,0.375,26.125,19.375,26.75,15.25,47.606209,-122.33206899999999
263,SEA,2016,0.625,0.875,0.125,0.375,0.5,28.375,17.0,15.875,19.5,47.606209,-122.33206899999999
264,SEA,2017,0.5625,0.5,0.5,0.625,0.375,24.875,24.25,20.875,17.25,47.606209,-122.33206899999999
265,SEA,2018,0.625,0.75,0.25,0.5,0.5,28.5,21.625,25.0,21.75,47.606209,-122.33206899999999
266,SF,2009,0.5,0.75,0.25,0.25,0.75,21.125,14.125,20.125,21.0,37.354107,-121.955238
267,SF,2010,0.375,0.625,0.375,0.125,0.875,23.5,18.25,14.625,25.0,37.354107,-121.955238
268,SF,2011,0.8125,0.875,0.125,0.75,0.25,27.625,10.875,19.875,17.75,37.354107,-121.955238
269,SF,2012,0.6875,0.75,0.125,0.625,0.375,24.75,13.875,24.875,20.25,37.354107,-121.955238
270,SF,2013,0.75,0.75,0.25,0.75,0.25,24.0,17.75,26.75,16.25,37.354107,-121.955238
271,SF,2014,0.5,0.5,0.5,0.5,0.5,19.125,20.75,19.125,21.75,37.354107,-121.955238
272,SF,2015,0.3125,0.5,0.5,0.125,0.875,14.25,16.875,15.5,31.5,37.354107,-121.955238
273,SF,2016,0.125,0.125,0.875,0.125,0.875,20.375,26.25,18.25,33.75,37.354107,-121.955238
274,SF,2017,0.375,0.375,0.625,0.375,0.625,21.875,28.125,19.5,19.75,37.354107,-121.955238
275,SF,2018,0.25,0.5,0.5,0.0,1.0,21.25,21.875,21.5,32.5,37.354107,-121.955238
276,STL,2009,0.0625,0.0,1.0,0.125,0.875,13.125,29.5,8.75,25.0,38.627003,-90.199402
277,STL,2010,0.4375,0.625,0.375,0.25,0.75,19.75,17.625,16.375,23.375,38.627003,-90.199402
278,STL,2011,0.125,0.125,0.875,0.125,0.875,16.0,25.875,8.125,25.0,38.627003,-90.199402
279,STL,2012,0.4375,0.5,0.5,0.375,0.5,18.125,24.375,19.25,19.125,38.627003,-90.199402
280,STL,2013,0.4375,0.625,0.375,0.25,0.75,24.25,21.375,19.25,24.125,38.627003,-90.199402
281,STL,2014,0.375,0.375,0.625,0.375,0.625,23.625,22.625,16.875,21.625,38.627003,-90.199402
282,STL,2015,0.4375,0.625,0.375,0.25,0.75,19.875,19.5,15.125,21.75,38.627003,-90.199402
283,TB,2009,0.1875,0.125,0.875,0.25,0.75,13.375,29.125,17.125,20.875,27.97884,-82.50349
284,TB,2010,0.625,0.5,0.5,0.75,0.25,20.875,22.75,21.75,17.0,27.97884,-82.50349
285,TB,2011,0.25,0.375,0.625,0.125,0.875,18.375,25.875,17.5,35.875,27.97884,-82.50349
286,TB,2012,0.4375,0.375,0.625,0.5,0.5,24.375,22.25,24.25,27.0,27.97884,-82.50349
287,TB,2013,0.25,0.375,0.625,0.125,0.875,20.125,22.125,15.875,26.5,27.97884,-82.50349
288,TB,2014,0.125,0.0,1.0,0.25,0.75,14.25,23.75,20.375,27.5,27.97884,-82.50349
289,TB,2015,0.375,0.375,0.625,0.375,0.625,20.5,27.125,22.25,25.0,27.97884,-82.50349
290,TB,2016,0.5625,0.5,0.5,0.625,0.375,21.75,22.375,22.5,23.75,27.97884,-82.50349
291,TB,2017,0.3125,0.5,0.5,0.125,0.875,19.875,18.5,22.0,29.25,27.97884,-82.50349
292,TB,2018,0.3125,0.5,0.5,0.125,0.875,22.5,22.25,27.0,35.75,27.97884,-82.50349
293,TEN,2009,0.5,0.625,0.375,0.375,0.625,27.75,23.125,16.5,27.125,36.162663,-86.781601
294,TEN,2010,0.375,0.375,0.625,0.375,0.625,23.375,20.0,21.125,22.375,36.162663,-86.781601
295,TEN,2011,0.5625,0.625,0.375,0.5,0.5,19.625,19.75,21.0,19.875,36.162663,-86.781601
296,TEN,2012,0.375,0.5,0.5,0.25,0.75,22.25,27.75,19.0,31.125,36.162663,-86.781601
297,TEN,2013,0.4375,0.375,0.625,0.5,0.5,24.5,24.125,20.75,23.5,36.162663,-86.781601
298,TEN,2014,0.125,0.125,0.875,0.125,0.875,15.25,25.625,16.5,29.125,36.162663,-86.781601
299,TEN,2015,0.1875,0.125,0.875,0.25,0.75,17.75,27.625,19.625,25.25,36.162663,-86.781601
300,TEN,2016,0.5625,0.625,0.375,0.5,0.5,25.0,22.0,22.625,25.25,36.162663,-86.781601
301,TEN,2017,0.5625,0.75,0.25,0.375,0.625,24.25,20.625,17.5,23.875,36.162663,-86.781601
302,TEN,2018,0.5625,0.75,0.25,0.375,0.625,22.25,18.875,16.5,19.0,36.162663,-86.781601
303,WAS,2009,0.25,0.375,0.625,0.125,0.875,14.625,21.625,18.625,20.375,38.933601,-76.907112
304,WAS,2010,0.375,0.25,0.75,0.5,0.5,18.875,23.375,18.875,23.75,38.933601,-76.907112
305,WAS,2011,0.3125,0.25,0.75,0.375,0.625,21.25,25.25,14.75,20.625,38.933601,-76.907112
306,WAS,2012,0.625,0.625,0.375,0.625,0.375,25.75,22.125,28.75,26.375,38.933601,-76.907112
307,WAS,2013,0.1875,0.25,0.75,0.125,0.875,22.25,30.625,19.5,29.125,38.933601,-76.907112
308,WAS,2014,0.25,0.375,0.625,0.125,0.875,17.75,27.25,19.875,27.5,38.933601,-76.907112
309,WAS,2015,0.5625,0.75,0.25,0.375,0.625,25.75,18.625,22.75,28.75,38.933601,-76.907112
310,WAS,2016,0.5,0.5,0.5,0.5,0.375,23.75,24.25,25.75,23.625,38.933601,-76.907112
311,WAS,2017,0.4375,0.625,0.375,0.25,0.75,23.25,21.375,19.5,27.125,38.933601,-76.907112
312,WAS,2018,0.4375,0.375,0.625,0.5,0.5,16.75,24.625,18.375,20.25,38.933601,-76.907112
